2026-01-17,10,45,16,3,28.3216,25.1039,19,4.01303,0.316555,1,88.6387068527202
2026-01-17,10,47,12,3,45.6222,38.9585,31,6.4858,0.156059,1,85.3937337524276
2026-01-17,10,48,48,3,84.8693,71.8178,60,11.9895,0.0949708,-1,84.6216476393702
2026-01-17,10,50,8,3,68.0688,58.1356,49,9.56214,0.270019,1,85.4071175046424
2026-01-17,10,50,52,3,31.039,28.0985,21,4.40955,0.0964683,-1,90.5264344856471
2026-01-17,10,51,29,3,26.7872,23.3352,18,3.79779,0.441918,1,87.1132481185044
2026-01-17,10,52,15,3,29.8543,26.343,20,4.21771,0.0992828,-1,88.2385452011938
2026-01-17,10,55,7,3,146.623,124.338,101,20.6182,0.110516,-1,84.8011567080199
2026-01-17,10,56,18,3,27.1722,23.3647,18,3.85826,0.441778,1,85.9875166530498
2026-01-17,10,57,29,3,27.4737,23.8344,18,3.90978,0.435717,1,86.7535133600498
2026-01-17,10,58,16,3,29.9057,26.0319,20,4.23453,0.0973113,-1,87.0466165312967
2026-01-17,10,59,6,3,31.4882,28.391,21,4.47255,0.0944198,-1,90.1639344262295
2026-01-17,11,0,7,3,26.788,23.3844,18,3.79806,0.441376,1,87.2943108854711
2026-01-17,11,0,50,3,26.9395,23.6029,18,3.82474,0.441414,1,87.6144694593441
2026-01-17,11,1,45,3,26.9545,23.6585,18,3.83032,0.438446,1,87.7719861247658
2026-01-17,11,4,16,3,31.1569,27.3244,20,4.41213,0.108255,1,87.6993539151841
2026-01-17,11,6,55,3,28.5361,24.6924,19,4.02303,0.222036,1,86.5303948332113
2026-01-17,11,7,42,3,28.236,25.0878,19,3.99787,0.339068,1,88.8504037399065
2026-01-17,11,8,22,3,27.968,24.1563,19,3.95441,0.364198,1,86.3712099542334
2026-01-17,11,9,1,3,27.1375,23.9201,18,3.86385,0.441524,1,88.144081068632
2026-01-17,11,10,2,3,47.4122,41.55,32,6.70139,0.193467,1,87.6356718313008
2026-01-17,11,10,44,3,26.9378,23.5538,18,3.82241,0.441829,1,87.437726911626
2026-01-17,11,11,59,3,27.3311,23.5681,18,3.88777,0.436905,1,86.2318018667379
2026-01-17,11,12,40,3,28.6314,24.547,19,4.06827,0.273239,1,85.7345431938362
2026-01-17,11,13,18,3,26.7028,23.3234,18,3.79167,0.441803,1,87.344398340249
2026-01-17,11,13,59,3,26.8296,23.1424,18,3.80412,0.441809,1,86.2569699138265
2026-01-17,11,14,36,3,26.8033,23.4498,18,3.81054,0.441843,1,87.4884808960091
2026-01-17,11,15,18,3,29.2227,26.2741,19,4.12729,0.210194,1,89.9098988115403
2026-01-17,11,15,59,3,30.7711,27.4087,20,4.36157,0.096661,-1,89.0728638235227
2026-01-17,11,16,39,3,26.5884,22.9572,18,3.7727,0.441782,1,86.3429164598095
2026-01-17,11,17,20,3,26.7211,23.52,18,3.7872,0.441787,1,88.0203285044403
2026-01-17,11,17,59,3,26.8049,23.4611,18,3.80173,0.441796,1,87.5254151293234
2026-01-17,11,19,5,3,53.7548,46.8155,35,7.70752,0.106715,1,87.0908272377536
